Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
ABT,85.85,Call,88.00,04/17/20,4,0.93,1.22,1.50,1.13,518,271,1.91,55.69%,04/13/20
SU,16.36,Call,17.00,04/17/20,4,0.21,0.31,0.40,0.27,566,296,1.91,75.93%,04/13/20
AMC,2.08,Call,4.00,09/18/20,158,0.40,0.48,0.55,0.45,1080,565,1.91,157.77%,04/13/20
ZM,135.92,Call,140.00,04/17/20,4,4.50,4.6,4.70,4.50,10313,5406,1.91,109.82%,04/13/20
AAPL,273.25,Put,260.00,04/17/20,4,1.24,1.32,1.39,1.29,39014,20477,1.91,50.27%,04/13/20
MU,46.17,Put,44.00,04/24/20,11,1.12,1.17,1.21,1.15,695,365,1.9,66.10%,04/13/20
AAPL,273.25,Call,295.00,04/24/20,11,0.65,0.71,0.76,0.71,1339,706,1.9,33.19%,04/13/20
NS,9.5,Call,12.50,05/15/20,32,0.20,0.7,1.20,0.43,528,280,1.89,113.90%,04/13/20
PFE,35.14,Put,35.50,04/17/20,4,0.49,0.79,1.09,0.70,587,310,1.89,34.10%,04/13/20
RCL,33.37,Put,28.00,04/17/20,4,0.95,0.97,0.98,0.95,1086,575,1.89,225.23%,04/13/20
NVDA,269.85,Call,277.50,04/17/20,4,3.30,3.55,3.80,3.50,1229,651,1.89,57.94%,04/13/20
JPM,98.19,Put,95.00,09/18/20,158,9.70,10.23,10.75,10.40,1628,861,1.89,48.42%,04/13/20
ACB,0.7598,Call,0.50,04/17/20,4,0.26,0.27,0.27,0.27,1736,917,1.89,318.01%,04/13/20
TSLA,650.95,Put,510.00,04/17/20,4,0.62,0.63,0.64,0.59,1998,1058,1.89,116.43%,04/13/20
AMRN,6.39,Call,7.00,04/17/20,4,0.34,0.37,0.39,0.35,10250,5414,1.89,217.53%,04/13/20
TSLA,650.95,Put,500.00,04/17/20,4,0.48,0.5,0.51,0.50,17073,9010,1.89,121.45%,04/13/20
DOCU,93.97,Put,90.00,04/17/20,4,1.40,1.7,2.00,1.50,726,386,1.88,80.54%,04/13/20
AXP,90.33,Put,70.00,05/15/20,32,1.81,1.91,2.00,1.80,1161,618,1.88,88.50%,04/13/20
AMZN,2168.87,Call,2050.00,04/17/20,4,120.35,122.88,125.40,123.12,3719,1976,1.88,40.90%,04/13/20
WFC,31.43,Call,32.50,07/17/20,95,2.77,2.96,3.15,2.95,4274,2278,1.88,52.60%,04/13/20
AAPL,273.25,Put,262.50,04/24/20,11,3.75,3.93,4.10,4.05,601,321,1.87,45.22%,04/13/20
AMD,50.94,Call,50.00,05/08/20,25,3.90,4.08,4.25,4.11,971,519,1.87,68.34%,04/13/20
ABBV,80.3,Call,72.00,04/17/20,4,6.20,7.8,9.40,7.96,1011,542,1.87,0.00%,04/13/20
MSFT,165.51,Put,162.50,04/24/20,11,3.05,3.22,3.40,3.15,1105,590,1.87,39.84%,04/13/20
AAPL,273.25,Call,280.00,04/24/20,11,4.20,4.28,4.35,4.30,5854,3129,1.87,37.24%,04/13/20
SMSI,4.38,Call,5.00,05/15/20,32,0.20,0.25,0.30,0.30,524,281,1.86,100.51%,04/13/20
ZM,135.92,Call,150.00,04/24/20,11,3.60,4,4.40,4.08,619,333,1.86,96.02%,04/13/20
AMD,50.94,Put,45.00,05/01/20,18,0.70,1.01,1.32,1.09,1130,608,1.86,76.37%,04/13/20
NFLX,396.72,Call,415.00,04/17/20,4,2.60,2.68,2.76,2.75,5647,3038,1.86,53.72%,04/13/20
GOOG,1217.56,Put,1140.00,04/17/20,4,1.10,2.4,3.70,2.80,839,454,1.85,48.85%,04/13/20
AMZN,2168.87,Call,2025.00,04/17/20,4,142.65,145.58,148.50,146.23,995,537,1.85,40.90%,04/13/20
UAL,28.91,Put,27.00,04/17/20,4,1.40,1.45,1.50,1.43,1974,1069,1.85,193.93%,04/13/20
AAPL,273.25,Put,242.50,04/17/20,4,0.16,0.22,0.28,0.22,3362,1814,1.85,62.28%,04/13/20
DAL,23.25,Put,22.00,04/17/20,4,0.75,0.8,0.85,0.77,5488,2963,1.85,137.94%,04/13/20
WYNN,69.3,Put,65.00,05/15/20,32,6.45,6.85,7.25,6.75,534,290,1.84,111.12%,04/13/20
AAPL,273.25,Put,235.00,05/01/20,18,1.80,2.04,2.28,2.07,713,388,1.84,59.32%,04/13/20
WMT,125.3,Call,127.00,04/17/20,4,1.15,1.23,1.30,1.24,826,449,1.84,37.34%,04/13/20
ABBV,80.3,Call,70.00,04/17/20,4,8.05,9.33,10.60,10.07,1251,680,1.84,0.00%,04/13/20
GE,7.02,Put,6.50,04/24/20,11,0.19,0.2,0.20,0.21,1877,1018,1.84,90.02%,04/13/20
BA,147.33,Call,190.00,04/17/20,4,0.08,0.13,0.17,0.14,3023,1640,1.84,116.80%,04/13/20
NFLX,396.72,Call,380.00,04/17/20,4,19.00,19.7,20.40,21.45,4803,2615,1.84,68.48%,04/13/20
AMC,2.08,Put,2.50,04/17/20,4,0.55,0.58,0.60,0.60,5755,3125,1.84,370.39%,04/13/20
NFLX,396.72,Call,500.00,05/15/20,32,1.23,1.65,2.07,1.21,1420,776,1.83,46.59%,04/13/20
DIS,103.5,Call,102.00,04/17/20,4,3.35,3.48,3.60,3.50,1779,971,1.83,62.34%,04/13/20
BA,147.33,Put,150.00,04/17/20,4,8.05,8.13,8.20,8.20,4505,2463,1.83,109.51%,04/13/20
TSLA,650.95,Call,700.00,05/15/20,32,54.00,55.4,56.80,54.43,4741,2592,1.83,95.81%,04/13/20
RMBS,12.15,Call,13.00,05/15/20,32,0.46,0.57,0.68,0.49,500,274,1.82,56.82%,04/13/20
SMG,110.84,Call,125.00,05/15/20,32,0.85,2.43,4.00,1.75,510,280,1.82,46.68%,04/13/20
HD,198.79,Put,190.00,04/24/20,11,3.20,3.65,4.10,3.70,547,301,1.82,54.21%,04/13/20
GILD,75.28,Put,74.00,04/17/20,4,1.04,1.57,2.10,1.17,598,329,1.82,55.83%,04/13/20
AAL,11.56,Call,13.50,04/24/20,11,0.58,0.68,0.77,0.64,1008,553,1.82,162.18%,04/13/20
XOM,42.76,Put,42.00,04/17/20,4,0.65,0.89,1.13,1.00,1960,1079,1.82,76.23%,04/13/20
BA,147.33,Call,160.00,04/17/20,4,2.20,2.28,2.35,2.30,8276,4541,1.82,106.76%,04/13/20
NFLX,396.72,Call,425.00,04/17/20,4,1.45,1.58,1.70,1.50,2447,1350,1.81,56.81%,04/13/20
NVDA,269.85,Call,280.00,04/24/20,11,4.60,5.68,6.75,4.60,543,301,1.8,45.79%,04/13/20
GOOGL,1210.41,Put,1140.00,04/17/20,4,2.80,3.2,3.60,2.70,600,333,1.8,45.21%,04/13/20
AMD,50.94,Put,47.00,04/24/20,11,0.88,0.96,1.04,0.88,1118,622,1.8,69.31%,04/13/20
AMRN,6.39,Put,6.50,04/17/20,4,0.61,0.67,0.72,0.62,1141,633,1.8,209.91%,04/13/20
APA,8.38,Put,11.00,04/17/20,4,2.57,2.72,2.87,2.70,1150,640,1.8,194.17%,04/13/20
APA,8.38,Put,9.00,04/17/20,4,1.05,1.12,1.19,1.06,1195,665,1.8,195.55%,04/13/20
LAKE,15.98,Call,20.00,04/17/20,4,0.60,0.65,0.70,0.61,1783,993,1.8,269.83%,04/13/20
PSX,61.56,Call,87.50,01/15/21,277,1.95,2.43,2.90,2.50,500,279,1.79,41.99%,04/13/20
BB,3.86,Put,4.00,04/17/20,4,0.17,0.2,0.22,0.21,956,535,1.79,78.30%,04/13/20
ABT,85.85,Put,85.00,04/17/20,4,1.75,1.85,1.95,1.80,1871,1043,1.79,61.81%,04/13/20
BABA,199.44,Call,202.50,04/17/20,4,1.87,1.97,2.07,1.90,2259,1264,1.79,37.99%,04/13/20
KR,31.33,Call,31.50,04/17/20,4,0.11,0.43,0.75,0.58,516,290,1.78,50.26%,04/13/20
SQ,59.42,Call,63.00,04/17/20,4,0.91,1,1.08,0.99,537,301,1.78,92.29%,04/13/20
CAG,31.96,Call,34.00,05/15/20,32,0.55,0.68,0.80,0.70,600,338,1.78,38.33%,04/13/20
AMD,50.94,Call,56.00,04/24/20,11,0.43,0.48,0.52,0.50,618,348,1.78,57.81%,04/13/20
INTC,58.7,Call,58.00,04/17/20,4,1.63,1.69,1.74,1.70,1342,752,1.78,53.99%,04/13/20
DIS,103.5,Put,101.00,04/17/20,4,1.47,1.71,1.95,1.56,1718,963,1.78,61.57%,04/13/20
AMRN,6.39,Call,5.50,04/17/20,4,0.90,1,1.10,1.08,10274,5770,1.78,209.06%,04/13/20
GILD,75.28,Call,78.50,04/17/20,4,0.00,0.4,0.80,0.72,1072,604,1.77,59.53%,04/13/20
RF,10.67,Put,10.00,04/17/20,4,0.19,0.21,0.23,0.23,1289,729,1.77,114.80%,04/13/20
BYND,76.67,Call,80.00,04/17/20,4,1.58,1.69,1.80,1.73,2435,1377,1.77,95.17%,04/13/20
AAL,11.56,Call,14.00,04/17/20,4,0.17,0.19,0.20,0.18,12946,7323,1.77,175.73%,04/13/20
TSLA,650.95,Put,650.00,04/17/20,4,26.00,26.43,26.85,26.70,1758,1000,1.76,100.26%,04/13/20
AAPL,273.25,Put,247.50,04/17/20,4,0.30,0.38,0.45,0.36,2677,1518,1.76,58.70%,04/13/20
MS,39.58,Put,36.00,05/15/20,32,1.67,1.79,1.90,1.81,741,423,1.75,74.43%,04/13/20
SPCE,15.46,Call,15.00,04/24/20,11,1.58,1.65,1.72,1.60,985,564,1.75,128.68%,04/13/20
AAL,11.56,Call,17.00,08/21/20,130,1.22,1.27,1.31,1.30,1733,989,1.75,100.35%,04/13/20
AMC,2.08,Put,1.00,04/24/20,11,0.10,0.13,0.15,0.15,689,397,1.74,0.00%,04/13/20
OKE,29.22,Call,30.00,04/17/20,4,1.15,1.3,1.45,1.23,842,485,1.74,128.09%,04/13/20
NFLX,396.72,Call,420.00,04/24/20,11,11.50,12.75,14.00,12.60,1676,961,1.74,78.85%,04/13/20
XOM,42.76,Put,44.00,04/17/20,4,1.26,1.88,2.50,2.08,2079,1195,1.74,76.00%,04/13/20
VLO,49.7,Put,45.00,04/17/20,4,0.52,0.61,0.70,0.65,525,303,1.73,114.84%,04/13/20
AMAT,49.88,Call,51.00,04/17/20,4,0.91,0.99,1.07,0.98,544,315,1.73,69.79%,04/13/20
JNJ,139.77,Put,133.00,04/17/20,4,1.07,1.18,1.29,1.29,764,442,1.73,65.80%,04/13/20
Z,38.44,Put,35.00,08/21/20,130,5.90,5.95,6.00,6.00,1510,872,1.73,89.06%,04/13/20
AAPL,273.25,Call,290.00,04/24/20,11,1.25,1.34,1.43,1.38,2357,1359,1.73,33.99%,04/13/20
V,168.99,Call,167.50,04/17/20,4,4.35,4.6,4.85,4.90,889,517,1.72,58.33%,04/13/20
NFLX,396.72,Call,385.00,04/17/20,4,15.05,15.7,16.35,16.00,3003,1742,1.72,54.53%,04/13/20
ROKU,96.56,Call,95.00,04/17/20,4,4.05,4.15,4.25,4.10,3950,2302,1.72,81.34%,04/13/20
TSLA,650.95,Call,795.00,04/17/20,4,2.32,2.59,2.85,2.56,563,330,1.71,124.66%,04/13/20
TWTR,27.21,Put,27.50,04/17/20,4,0.88,0.94,0.99,0.95,862,503,1.71,69.96%,04/13/20
GOOGL,1210.41,Call,1200.00,04/17/20,4,24.30,26.55,28.80,28.90,971,567,1.71,46.14%,04/13/20
XOM,42.76,Call,44.50,04/17/20,4,0.33,0.67,1.00,0.56,993,580,1.71,68.00%,04/13/20
RLGY,3.79,Call,5.00,05/15/20,32,0.20,0.3,0.40,0.38,1237,725,1.71,166.49%,04/13/20
JPM,98.19,Call,105.00,04/17/20,4,1.26,1.38,1.50,1.38,8184,4776,1.71,91.13%,04/13/20
C,46.68,Put,46.00,04/17/20,4,1.72,1.84,1.95,1.90,629,370,1.7,115.14%,04/13/20
AAL,11.56,Put,11.50,04/17/20,4,0.77,0.83,0.88,0.86,10490,6175,1.7,185.24%,04/13/20
ROKU,96.56,Put,91.00,04/17/20,4,0.79,1.27,1.74,1.42,505,299,1.69,90.16%,04/13/20
CCL,11.5,Put,11.50,04/24/20,11,1.30,1.33,1.35,1.35,662,392,1.69,170.46%,04/13/20
AG,7.67,Call,8.00,05/15/20,32,0.70,0.75,0.80,0.75,825,487,1.69,97.78%,04/13/20
SQ,59.42,Call,57.50,05/15/20,32,6.40,6.65,6.90,6.45,1068,631,1.69,78.38%,04/13/20
WFC,31.43,Put,28.50,04/17/20,4,0.49,0.5,0.50,0.49,1411,833,1.69,122.45%,04/13/20
RCL,33.37,Put,29.00,04/17/20,4,1.10,1.2,1.30,1.18,884,525,1.68,219.59%,04/13/20
CAT,114.14,Put,105.00,04/17/20,4,0.55,0.7,0.85,0.75,1901,1129,1.68,79.43%,04/13/20
PBR,6.71,Put,4.00,01/15/21,277,0.16,0.36,0.55,0.45,5000,2984,1.68,80.07%,04/13/20
AMD,50.94,Put,47.00,04/17/20,4,0.29,0.31,0.32,0.29,12870,7658,1.68,73.86%,04/13/20
TTWO,120,Call,125.00,05/15/20,32,4.30,4.4,4.50,4.40,559,335,1.67,45.26%,04/13/20
RF,10.67,Put,10.00,08/21/20,130,1.15,1.28,1.41,1.23,629,377,1.67,64.10%,04/13/20
T,30.19,Put,30.00,04/24/20,11,0.89,0.93,0.96,0.99,792,473,1.67,52.24%,04/13/20
AAL,11.56,Put,11.50,04/24/20,11,1.00,1.25,1.50,1.30,1095,655,1.67,167.45%,04/13/20
WYNN,69.3,Put,65.00,04/17/20,4,1.60,1.8,2.00,1.58,1705,1020,1.67,117.67%,04/13/20
FB,174.79,Put,170.00,04/17/20,4,1.55,1.61,1.67,1.59,10053,6012,1.67,48.36%,04/13/20
NFLX,396.72,Call,390.00,04/24/20,11,24.80,25.45,26.10,25.49,516,310,1.66,80.39%,04/13/20
LUV,34.26,Call,38.00,04/17/20,4,0.25,0.28,0.30,0.28,612,369,1.66,95.40%,04/13/20
NFLX,396.72,Call,372.50,04/17/20,4,23.95,25.5,27.05,28.55,675,406,1.66,80.68%,04/13/20
AG,7.67,Call,5.00,07/17/20,95,2.80,2.9,3.00,2.85,689,414,1.66,76.54%,04/13/20
APA,8.38,Call,9.00,04/24/20,11,0.73,0.76,0.79,0.80,995,601,1.66,180.34%,04/13/20
NFLX,396.72,Put,365.00,04/17/20,4,1.25,1.33,1.40,1.35,1668,1004,1.66,64.68%,04/13/20
MGM,13.91,Put,13.50,04/17/20,4,0.49,0.54,0.60,0.59,1771,1070,1.66,136.19%,04/13/20
PTON,31.99,Call,31.00,04/17/20,4,1.90,2,2.10,2.00,2200,1324,1.66,110.21%,04/13/20
TSLA,650.95,Call,565.00,04/17/20,4,84.25,87.83,91.40,88.80,3063,1841,1.66,101.88%,04/13/20
NVDA,269.85,Call,275.00,04/17/20,4,4.15,4.38,4.60,4.54,5380,3240,1.66,59.70%,04/13/20
NFLX,396.72,Call,380.00,04/24/20,11,31.00,31.53,32.05,31.85,534,323,1.65,83.41%,04/13/20
MAR,78.09,Call,90.00,04/17/20,4,0.50,0.53,0.55,0.49,903,550,1.64,108.95%,04/13/20
WFC,31.43,Call,37.50,04/17/20,4,0.12,0.16,0.20,0.14,2845,1732,1.64,116.85%,04/13/20
WYNN,69.3,Call,77.50,04/17/20,4,0.84,1.13,1.42,1.02,650,399,1.63,123.74%,04/13/20
DIS,103.5,Call,104.00,04/17/20,4,2.17,2.34,2.50,2.33,1452,890,1.63,59.21%,04/13/20
BABA,199.44,Call,235.00,09/18/20,158,3.25,3.45,3.65,3.50,1541,946,1.63,25.89%,04/13/20
MSFT,165.51,Call,170.00,04/24/20,11,2.14,2.2,2.26,2.20,5368,3290,1.63,34.70%,04/13/20
ZM,135.92,Put,124.00,04/17/20,4,2.00,2.15,2.30,2.35,551,341,1.62,123.49%,04/13/20
CSCO,41.22,Call,40.00,04/24/20,11,1.92,1.98,2.04,1.90,683,422,1.62,41.97%,04/13/20
FB,174.79,Put,167.50,04/17/20,4,1.02,1.07,1.11,1.10,2087,1289,1.62,51.07%,04/13/20
BA,147.33,Call,155.00,04/17/20,4,3.50,3.6,3.70,3.60,2521,1558,1.62,106.93%,04/13/20
BA,147.33,Put,110.00,04/17/20,4,0.29,0.31,0.32,0.29,4013,2477,1.62,154.72%,04/13/20
AMC,2.08,Put,3.00,04/24/20,11,1.05,1.1,1.15,1.10,561,348,1.61,299.76%,04/13/20
SD,1.09,Call,2.50,10/16/20,186,0.05,0.08,0.10,0.10,678,420,1.61,112.62%,04/13/20
NFLX,396.72,Call,405.00,04/24/20,11,17.15,18.55,19.95,18.00,745,462,1.61,78.66%,04/13/20
ALXN,96.54,Call,120.00,05/15/20,32,0.10,0.2,0.30,0.20,1682,1045,1.61,41.20%,04/13/20
UAL,28.91,Put,25.00,04/17/20,4,0.71,0.81,0.91,0.82,4033,2505,1.61,201.27%,04/13/20
ROKU,96.56,Call,110.00,04/17/20,4,0.35,0.39,0.42,0.42,5737,3561,1.61,92.90%,04/13/20
WFC,31.43,Put,32.50,07/17/20,95,4.15,4.35,4.55,4.20,4155,2596,1.6,57.25%,04/13/20
CNK,10.8,Call,12.50,04/17/20,4,0.10,0.25,0.40,0.25,825,518,1.59,173.14%,04/13/20
MGM,13.91,Put,8.00,06/19/20,67,0.52,0.66,0.80,0.77,1143,721,1.59,155.64%,04/13/20
CAT,114.14,Put,110.00,04/17/20,4,1.63,1.82,2.00,1.75,1520,953,1.59,73.44%,04/13/20
NIO,2.97,Put,2.50,05/01/20,18,0.12,0.15,0.17,0.12,1776,1118,1.59,123.89%,04/13/20
BABA,199.44,Call,207.50,04/17/20,4,0.58,0.68,0.77,0.65,1799,1135,1.59,37.33%,04/13/20
ABT,85.85,Call,90.00,05/08/20,25,0.00,1.25,2.49,1.60,1984,1245,1.59,35.26%,04/13/20
BAC,23.92,Call,25.50,04/17/20,4,0.38,0.4,0.42,0.40,3537,2218,1.59,96.59%,04/13/20
WFC,31.43,Call,32.00,04/17/20,4,1.20,1.28,1.35,1.31,4091,2577,1.59,119.11%,04/13/20
TSLA,650.95,Call,850.00,04/24/20,11,6.80,6.88,6.95,6.80,746,471,1.58,117.52%,04/13/20
CAT,114.14,Call,115.00,04/17/20,4,2.31,2.52,2.73,2.45,959,608,1.58,59.61%,04/13/20
TSLA,650.95,Call,800.00,07/17/20,95,54.90,57.1,59.30,55.50,1075,681,1.58,78.13%,04/13/20
WFC,31.43,Put,27.50,04/24/20,11,0.47,0.53,0.60,0.60,1111,703,1.58,97.12%,04/13/20
HAL,7.85,Call,8.50,04/17/20,4,0.11,0.14,0.17,0.12,1978,1254,1.58,103.71%,04/13/20
TSLA,650.95,Put,545.00,04/17/20,4,1.28,1.33,1.37,1.32,2765,1746,1.58,102.89%,04/13/20
CCL,11.5,Put,11.00,04/17/20,4,0.60,0.65,0.70,0.65,5875,3718,1.58,187.25%,04/13/20
SQ,59.42,Put,57.50,04/17/20,4,1.47,1.54,1.61,1.51,1641,1045,1.57,96.29%,04/13/20
EPD,16.73,Call,18.00,06/19/20,67,0.90,1.05,1.20,1.15,806,518,1.56,57.25%,04/13/20
GILD,75.28,Call,75.50,04/17/20,4,1.50,1.71,1.92,1.49,811,521,1.56,50.58%,04/13/20
BA,147.33,Call,150.00,04/17/20,4,5.50,5.65,5.80,5.60,4411,2831,1.56,110.28%,04/13/20
TSLA,650.95,Call,760.00,04/17/20,4,3.55,4.15,4.75,4.70,569,367,1.55,120.46%,04/13/20
BBBY,5.27,Put,4.50,04/17/20,4,0.27,0.29,0.30,0.30,830,537,1.55,300.58%,04/13/20
NFLX,396.72,Put,380.00,05/15/20,32,18.55,19.13,19.70,18.65,859,553,1.55,57.56%,04/13/20
NFLX,396.72,Call,435.00,04/17/20,4,0.90,1.03,1.15,1.15,905,582,1.55,64.97%,04/13/20
INTC,58.7,Put,58.00,04/17/20,4,0.91,0.97,1.02,0.96,1030,666,1.55,52.68%,04/13/20
OXY,15.33,Call,16.00,04/24/20,11,1.01,1.08,1.15,1.07,1068,688,1.55,127.16%,04/13/20
AMC,2.08,Put,2.00,04/24/20,11,0.40,0.43,0.45,0.43,1258,810,1.55,337.04%,04/13/20
APA,8.38,Put,7.50,04/17/20,4,0.30,0.32,0.34,0.33,1359,874,1.55,206.27%,04/13/20
ALXN,96.54,Call,105.00,05/15/20,32,1.70,1.8,1.90,1.79,1924,1240,1.55,40.92%,04/13/20
APA,8.38,Call,9.00,04/17/20,4,0.45,0.46,0.48,0.44,2555,1645,1.55,195.15%,04/13/20
AMRN,6.39,Call,8.00,04/17/20,4,0.18,0.19,0.20,0.18,2932,1894,1.55,239.20%,04/13/20
AMZN,2168.87,Call,2400.00,04/17/20,4,2.56,2.57,2.58,2.58,3926,2530,1.55,57.25%,04/13/20
CCL,11.5,Call,12.00,04/17/20,4,0.60,0.63,0.65,0.65,5221,3376,1.55,178.95%,04/13/20
JPM,98.19,Put,90.00,04/17/20,4,0.81,0.88,0.94,0.88,6982,4508,1.55,91.28%,04/13/20
AAPL,273.25,Put,270.00,04/17/20,4,3.55,3.63,3.70,3.60,25038,16149,1.55,44.76%,04/13/20
AMC,2.08,Call,3.00,09/18/20,158,0.65,0.73,0.80,0.70,657,428,1.54,175.45%,04/13/20
AMD,50.94,Call,51.00,05/01/20,18,1.50,2.35,3.20,2.95,1219,793,1.54,65.69%,04/13/20
JPM,98.19,Call,104.00,04/17/20,4,1.47,1.59,1.70,1.59,1567,1016,1.54,90.21%,04/13/20
NFLX,396.72,Put,360.00,04/17/20,4,0.95,0.97,0.99,1.02,3513,2283,1.54,67.34%,04/13/20
AMD,50.94,Put,45.00,04/24/20,11,0.56,0.57,0.58,0.56,5273,3434,1.54,74.81%,04/13/20
MS,39.58,Call,50.00,06/19/20,67,0.50,0.53,0.55,0.53,10839,7037,1.54,46.33%,04/13/20
OLLI,54.24,Call,52.50,04/17/20,4,2.60,3.9,5.20,1.75,1015,665,1.53,13.06%,04/13/20
ABBV,80.3,Call,71.00,04/17/20,4,6.90,8.9,10.90,8.85,1703,1114,1.53,0.00%,04/13/20
BA,147.33,Put,150.00,04/24/20,11,11.80,12.43,13.05,12.78,696,458,1.52,111.20%,04/13/20
ZM,135.92,Put,110.00,04/24/20,11,2.00,2.03,2.05,2.03,723,475,1.52,119.72%,04/13/20
CODX,9.93,Call,10.00,05/15/20,32,2.30,2.38,2.45,2.30,916,602,1.52,200.88%,04/13/20
VRTX,252.28,Call,260.00,04/17/20,4,1.80,1.98,2.15,2.21,500,331,1.51,48.32%,04/13/20
TMUS,86.17,Put,65.00,08/21/20,130,1.75,2.32,2.89,2.44,500,331,1.51,54.00%,04/13/20
TSLA,650.95,Call,640.00,06/19/20,67,96.05,99.23,102.40,98.33,517,343,1.51,83.86%,04/13/20
TSLA,650.95,Call,810.00,04/17/20,4,2.01,2.12,2.22,2.10,536,355,1.51,127.98%,04/13/20
AAPL,273.25,Call,315.00,05/01/20,18,0.30,0.33,0.37,0.34,623,413,1.51,35.61%,04/13/20
MSFT,165.51,Put,152.50,04/24/20,11,0.94,1.12,1.30,1.05,690,458,1.51,46.82%,04/13/20
UAL,28.91,Call,80.00,09/18/20,158,0.25,0.28,0.30,0.30,784,518,1.51,82.18%,04/13/20
BA,147.33,Call,162.50,04/17/20,4,1.31,1.6,1.89,1.76,939,621,1.51,105.52%,04/13/20
DAL,23.25,Call,24.00,04/17/20,4,0.70,1.08,1.46,0.96,3906,2584,1.51,131.80%,04/13/20
GILD,75.28,Call,85.00,04/17/20,4,0.21,0.22,0.23,0.23,23570,15594,1.51,80.80%,04/13/20
BA,147.33,Call,157.50,04/17/20,4,2.73,3.12,3.50,2.94,963,643,1.5,107.73%,04/13/20
V,168.99,Call,172.50,04/17/20,4,1.98,2.22,2.45,2.15,984,657,1.5,50.90%,04/13/20
AMX,11.3,Put,11.00,05/15/20,32,0.35,0.4,0.45,0.45,1067,710,1.5,45.13%,04/13/20
AAPL,273.25,Put,220.00,04/24/20,11,0.20,0.33,0.45,0.29,1071,713,1.5,65.14%,04/13/20
AMD,50.94,Call,52.00,05/01/20,18,2.45,2.53,2.60,2.53,1105,738,1.5,66.19%,04/13/20
AMZN,2168.87,Call,2500.00,04/17/20,4,1.50,1.59,1.67,1.67,3374,2245,1.5,69.72%,04/13/20
AAL,11.56,Put,11.00,04/17/20,4,0.61,0.62,0.63,0.62,7558,5048,1.5,185.49%,04/13/20
JPM,98.19,Put,91.00,04/17/20,4,0.81,1.07,1.32,1.10,512,343,1.49,91.63%,04/13/20
TSLA,650.95,Call,550.00,04/24/20,11,108.15,111.58,115.00,111.39,520,348,1.49,104.30%,04/13/20
NVDA,269.85,Call,300.00,05/01/20,18,2.71,2.93,3.15,3.05,773,518,1.49,50.92%,04/13/20
FB,174.79,Put,180.00,03/19/21,340,23.40,25.3,27.20,25.70,873,591,1.48,35.88%,04/13/20
ROKU,96.56,Call,96.00,04/17/20,4,3.45,3.55,3.65,3.50,1417,955,1.48,79.72%,04/13/20
BA,147.33,Put,146.00,04/17/20,4,5.30,5.9,6.50,6.20,532,363,1.47,111.99%,04/13/20
AAPL,273.25,Call,295.00,05/01/20,18,2.27,2.46,2.65,2.44,720,490,1.47,38.20%,04/13/20
AAL,11.56,Call,14.00,04/24/20,11,0.50,0.62,0.73,0.52,820,557,1.47,161.11%,04/13/20
TSLA,650.95,Put,525.00,04/17/20,4,0.50,0.72,0.94,0.60,2286,1550,1.47,104.72%,04/13/20
BAC,23.92,Put,23.50,04/17/20,4,0.79,0.81,0.83,0.79,2592,1763,1.47,99.77%,04/13/20
RCL,33.37,Put,15.00,05/15/20,32,0.90,0.93,0.96,0.92,3031,2068,1.47,234.49%,04/13/20
CMCSA,37.19,Put,37.00,04/17/20,4,0.59,0.65,0.70,0.74,7564,5142,1.47,53.86%,04/13/20
RCL,33.37,Call,43.00,04/17/20,4,0.25,0.3,0.35,0.33,733,502,1.46,185.45%,04/13/20
WYNN,69.3,Call,80.00,04/17/20,4,0.53,0.69,0.85,0.70,2530,1730,1.46,126.59%,04/13/20
MGM,13.91,Put,14.00,04/17/20,4,0.75,0.79,0.83,0.81,2752,1883,1.46,131.42%,04/13/20
AMC,2.08,Put,2.00,04/17/20,4,0.25,0.28,0.30,0.29,6252,4290,1.46,388.42%,04/13/20
MAC,8.77,Call,10.00,05/15/20,32,0.55,0.65,0.75,0.67,724,498,1.45,107.14%,04/13/20
WMT,125.3,Call,128.00,04/17/20,4,0.71,0.82,0.93,0.88,727,503,1.45,36.52%,04/13/20
IMMU,20.88,Call,25.00,01/15/21,277,3.60,4.05,4.50,4.00,2008,1389,1.45,73.61%,04/13/20
SHOP,447.45,Call,500.00,04/17/20,4,2.15,2.2,2.25,2.25,2465,1703,1.45,86.15%,04/13/20
NIO,2.97,Call,3.00,04/24/20,11,0.19,0.2,0.20,0.18,3142,2174,1.45,93.98%,04/13/20
TAL,51.8,Put,20.00,05/15/20,32,0.05,0.15,0.25,0.20,503,349,1.44,173.49%,04/13/20
AMZN,2168.87,Put,1980.00,04/17/20,4,1.40,1.58,1.76,1.48,708,493,1.44,48.32%,04/13/20
GME,4.74,Put,0.50,01/15/21,277,0.06,0.08,0.10,0.10,788,546,1.44,203.57%,04/13/20
COF,56.5,Put,42.50,05/15/20,32,1.51,1.91,2.31,1.84,749,523,1.43,114.71%,04/13/20
ABBV,80.3,Call,72.50,04/17/20,4,5.50,7.35,9.20,7.22,768,536,1.43,0.00%,04/13/20
RCL,33.37,Call,37.00,04/17/20,4,1.23,1.38,1.52,1.36,839,587,1.43,191.59%,04/13/20
WFC,31.43,Call,35.00,04/17/20,4,0.39,0.42,0.44,0.40,7829,5461,1.43,114.34%,04/13/20
